idx,wt_true_um,lt_true_um,wt_pred_um__wtlt_big_泛化_test_2,lt_pred_um__wtlt_big_泛化_test_2,wt_abs_err_um__wtlt_big_泛化_test_2,lt_abs_err_um__wtlt_big_泛化_test_2,wt_pct_err__wtlt_big_泛化_test_2,lt_pct_err__wtlt_big_泛化_test_2,wt_pred_um__wtlt_big_泛化_test_data,lt_pred_um__wtlt_big_泛化_test_data,wt_abs_err_um__wtlt_big_泛化_test_data,lt_abs_err_um__wtlt_big_泛化_test_data,wt_pct_err__wtlt_big_泛化_test_data,lt_pct_err__wtlt_big_泛化_test_data
2495,15.857144,717.966,0.68850905,60.530537,15.168635,657.4355,95.65805,91.56917,0.95512134,49.50083,14.902023,668.46515,93.976715,93.10541
2496,15.857144,734.5762,0.6858984,60.88018,15.171246,673.696,95.674515,91.712204,0.94260603,49.15351,14.914538,685.42267,94.05564,93.30859
2497,15.857144,751.1866,0.6837099,61.309006,15.173434,689.87756,95.68832,91.83838,0.92981166,48.755554,14.927333,702.431,94.13633,93.50953
2498,15.857144,767.79645,0.6817394,61.82655,15.175405,705.9699,95.700745,91.94754,0.9170674,48.41531,14.940077,719.38116,94.21669,93.69426
2499,15.857144,784.407,0.6805106,62.498306,15.176634,721.9087,95.708496,92.03242,0.90448457,48.240227,14.95266,736.16675,94.29604,93.8501
2500,15.857144,801.0169,0.680784,63.535416,15.17636,737.4815,95.706764,92.06816,0.892276,48.304646,14.964869,752.7123,94.37303,93.96959
2501,15.857144,817.62726,0.6822789,64.70306,15.174866,752.9242,95.69734,92.08648,0.88105524,48.670807,14.9760895,768.9564,94.4438,94.04731
2502,15.857144,834.2371,0.68520397,65.71032,15.171941,768.5268,95.678894,92.12331,0.8719279,49.426205,14.985216,784.8109,94.50135,94.07528
2503,15.857144,850.84753,0.69296217,67.18079,15.164183,783.66675,95.629974,92.10425,0.8677298,50.63738,14.989414,800.21014,94.52783,94.0486
2504,15.857144,867.45776,0.7125122,69.95064,15.144632,797.50714,95.50668,91.936134,0.8779446,52.334503,14.979199,815.1233,94.46341,93.96691
2505,15.857144,884.068,0.7608377,75.36075,15.096307,808.7073,95.20193,91.47569,0.9289928,54.952583,14.928151,829.1154,94.14148,93.78413
2506,15.857144,900.678,0.89271855,87.40004,14.964426,813.27795,94.37025,90.296196,1.0873616,61.182404,14.769783,839.4956,93.14277,93.20708
2507,15.857144,917.28815,1.2734443,115.67559,14.5837,801.61255,91.96927,87.38939,1.5263507,80.50505,14.330793,836.7831,90.37436,91.22358
2508,15.857144,933.89813,2.202235,172.96596,13.654909,760.9322,86.11204,81.47914,2.6001086,133.39725,13.257036,800.50085,83.60292,85.71608
2509,15.857144,950.5084,3.7246072,255.79744,12.132537,694.711,76.51148,73.08836,4.394586,225.97221,11.462559,724.5362,72.2864,76.22617
2510,15.857144,967.11847,5.461803,344.39386,10.395342,622.7246,65.556206,64.389694,6.310362,326.23178,9.5467825,640.8867,60.20493,66.267654
2511,15.857144,983.7288,7.1730585,431.73685,8.684086,551.99194,54.764496,56.112206,7.962891,414.3962,7.8942533,569.33264,49.783577,57.874958
2512,15.857144,1000.3392,8.76127,513.8277,7.095875,486.51147,44.748756,48.63465,9.343845,489.94284,6.513299,510.39633,41.074856,51.022327
2513,15.857144,1016.9492,10.096153,582.34247,5.760991,434.60675,36.33057,42.73633,10.507251,554.57764,5.3498936,462.37158,33.738064,45.466537
2514,15.857144,1033.5594,11.149487,635.7548,4.707658,397.80463,29.68793,38.4888,11.501108,610.0697,4.356036,423.48975,27.470497,40.973915
2515,15.857144,1050.1697,12.02281,680.483,3.8343344,369.6867,24.180485,35.202568,12.370364,658.79333,3.4867802,391.37634,21.9887,37.267914
2516,15.857144,1066.7797,12.837644,723.9577,3.0195007,342.82196,19.041895,32.136154,13.15427,703.2599,2.7028742,363.51978,17.04515,34.07637
2517,15.857144,1083.3899,13.603505,766.8996,2.2536392,316.4903,14.212137,29.212963,13.881914,745.52563,1.9752302,337.86426,12.456406,31.18584
2518,15.857144,1100.0001,14.317589,809.1304,1.5395555,290.86975,9.708908,26.442701,14.56538,786.5235,1.2917643,313.47662,8.14626,28.497871
2519,16.163265,402.37292,0.80209184,65.356026,15.361174,337.0169,95.03756,83.757355,1.0226412,38.94112,15.140624,363.4318,93.67305,90.32213
2520,16.163265,418.983,0.7696004,64.61321,15.393665,354.36978,95.23859,84.57855,0.9941042,39.815624,15.169161,379.1674,93.8496,90.497086
2521,16.163265,435.5932,0.74537396,63.332638,15.4178915,372.26056,95.38847,85.460594,0.9857752,41.218674,15.17749,394.3745,93.90114,90.537346
2522,16.163265,452.20334,0.71466553,62.67241,15.4486,389.53094,95.57846,86.14066,0.9815194,41.666462,15.181746,410.53687,93.92747,90.7859
2523,16.163265,468.81354,0.6892724,62.382874,15.473993,406.43066,95.735565,86.69346,0.9800557,41.815628,15.183209,426.99792,93.93652,91.08054
2524,16.163265,485.42383,0.6816003,62.47474,15.481665,422.9491,95.78303,87.12986,0.9759767,41.941845,15.187288,443.482,93.961754,91.35975
2525,16.163265,502.03384,0.68028,62.79997,15.4829855,439.2339,95.7912,87.49089,0.9779166,42.073177,15.1853485,459.96066,93.94976,91.61945
2526,16.163265,518.64404,0.7048884,61.363697,15.458377,457.28033,95.63895,88.168434,0.99275726,43.74278,15.170508,474.90128,93.85794,91.56593
2527,16.163265,535.25433,0.7687875,59.22107,15.394478,476.03326,95.243614,88.9359,1.0116998,47.867363,15.151566,487.38696,93.74075,91.05708
2528,16.163265,551.8645,0.75968117,59.229935,15.4035845,492.63458,95.29995,89.26731,1.0081097,48.054897,15.155155,503.8096,93.762955,91.29226
2529,16.163265,568.47455,0.7505233,59.254314,15.412742,509.22025,95.356606,89.576614,1.0047077,48.246105,15.158558,520.22845,93.78401,91.51306
2530,16.163265,585.08466,0.7415115,59.292526,15.421754,525.7921,95.41237,89.86599,1.0014085,48.443596,15.161857,536.64105,93.80442,91.72024
2531,16.163265,601.695,0.7328489,59.343582,15.430416,542.35144,95.46596,90.13727,0.99815565,48.649937,15.16511,553.04504,93.82454,91.91452
2532,16.163265,618.30505,0.7247064,59.408134,15.438559,558.8969,95.516335,90.39177,0.99492395,48.86661,15.168342,569.4384,93.844536,92.09668
2533,16.163265,634.91534,0.71719956,59.48867,15.446066,575.4267,95.56278,90.63046,0.9917088,49.092304,15.171556,585.82306,93.864426,92.2679
2534,16.163265,651.5253,0.71038866,59.589626,15.452877,591.9357,95.60492,90.853836,0.9884548,49.320095,15.17481,602.20526,93.88456,92.43006
2535,16.163265,668.13574,0.7043,59.71706,15.458965,608.4187,95.64259,91.06214,0.98484385,49.532764,15.178421,618.60297,93.9069,92.586426
2536,16.163265,684.74567,0.698954,59.87762,15.464312,624.86804,95.67567,91.25549,0.98002654,49.696136,15.183239,635.04956,93.93671,92.7424
2537,16.163265,701.3561,0.6943803,60.07776,15.468885,641.2783,95.703964,91.43406,0.9728767,49.755688,15.190389,651.6004,93.98094,92.90579
2538,16.163265,717.966,0.6906015,60.323566,15.472664,657.64246,95.72734,91.59799,0.96302396,49.65879,15.200241,668.3072,94.04189,93.083405
2539,16.163265,734.5762,0.6875843,60.623432,15.475681,673.95276,95.74601,91.74716,0.9512831,49.40065,15.211982,685.17554,94.11453,93.27495
2540,16.163265,751.1866,0.68517506,60.990013,15.47809,690.1966,95.76091,91.880844,0.93876725,49.033325,15.224498,702.15326,94.19197,93.47255
2541,16.163265,767.79645,0.6830957,61.436893,15.480169,706.35956,95.77377,91.99828,0.92611635,48.644634,15.237149,719.1518,94.27024,93.66438
2542,16.163265,784.407,0.6812691,61.973927,15.481997,722.43304,95.78508,92.09926,0.9135596,48.342216,15.249705,736.06476,94.34792,93.8371
2543,16.163265,801.0169,0.6804021,62.705322,15.482863,738.3116,95.79044,92.17179,0.90119576,48.22353,15.26207,752.7934,94.42442,93.97971
2544,16.163265,817.62726,0.68099755,63.804073,15.482267,753.8232,95.78676,92.196434,0.88930917,48.353294,15.273956,769.274,94.49796,94.08614
2545,16.163265,834.2371,0.68267,64.91205,15.480596,769.3251,95.77641,92.218994,0.8785969,48.797455,15.284668,785.4397,94.56423,94.15065
2546,16.163265,850.84753,0.6862258,65.94165,15.477039,784.9059,95.75441,92.249886,0.87032795,49.64369,15.292937,801.20386,94.615395,94.16538
2547,16.163265,867.45776,0.695773,67.61939,15.467492,799.8384,95.69534,92.20488,0.8681909,50.944183,15.295074,816.51355,94.62862,94.12718
2548,16.163265,884.068,0.71921855,70.76713,15.444047,813.30084,95.55029,91.99528,0.8841248,52.750755,15.27914,831.31726,94.53004,94.03318
2549,16.163265,900.678,0.7776447,77.0099,15.38562,823.6681,95.18881,91.44978,0.9497809,55.744576,15.213485,844.9334,94.12383,93.81082
2550,16.163265,917.28815,0.939279,91.150566,15.223987,826.1376,94.18881,90.063034,1.1443,63.469498,15.018965,853.81866,92.920364,93.08075
2551,16.163265,933.89813,1.3983707,123.87075,14.7648945,810.0274,91.348465,86.73616,1.6715759,87.28609,14.49169,846.61206,89.65818,90.65357
2552,16.163265,950.5084,2.446953,186.71239,13.716312,763.796,84.86102,80.356575,2.89176,148.1014,13.271505,802.40704,82.10906,84.41872
2553,16.163265,967.11847,4.035442,271.52908,12.127823,695.58936,75.03325,71.923904,4.75202,244.27295,11.411245,722.8455,70.59988,74.742195
2554,16.163265,983.7288,5.76902,359.42526,10.394245,624.3036,64.30783,63.46298,6.624459,342.30444,9.538807,641.4244,59.015347,65.20338
2555,16.163265,1000.3392,7.456598,445.62137,8.706667,554.7178,53.867004,55.452965,8.218323,427.5006,7.9449425,572.83856,49.154316,57.264435
2556,16.163265,1016.9492,9.006159,525.554,7.1571064,491.3952,44.28008,48.320526,9.553831,500.63107,6.609434,516.3181,40.8917,50.77128
2557,16.163265,1033.5594,10.297575,591.5373,5.86569,442.02216,36.290257,42.76698,10.684089,563.3362,5.4791765,470.22327,33.898945,45.49552
2558,16.163265,1050.1697,11.318787,643.13727,4.8444786,407.0324,29.972155,38.758728,11.65476,617.36523,4.508505,432.80444,27.893528,41.21281
2559,16.163265,1066.7797,12.174675,686.9597,3.9885902,379.81995,24.676886,35.604347,12.508489,665.0351,3.6547766,401.74457,22.611622,37.659565
2560,16.163265,1083.3899,12.980017,730.00433,3.1832485,353.38556,19.69434,32.618504,13.282112,708.75977,2.881153,374.63013,17.825315,34.579437
2561,16.163265,1100.0001,13.737808,772.5685,2.425457,327.43164,15.005983,29.766508,14.002421,750.4605,2.1608438,349.5396,13.368856,31.776323
2562,16.469389,286.10168,1.4072739,73.744415,15.062115,212.35727,91.455215,74.2244,2.9455044,50.177162,13.523885,235.92453,82.11528,82.46178
2563,16.469389,302.71188,1.2358711,71.708084,15.233518,231.0038,92.49595,76.31144,2.1602764,45.932022,14.309113,256.77985,86.88308,84.826485
2564,16.469389,319.32202,1.0795137,70.13193,15.389875,249.1901,93.44533,78.03724,1.3635962,41.360645,15.105793,277.96136,91.72042,87.04735
2565,16.469389,335.9322,0.9720568,67.47687,15.497333,268.45532,94.0978,79.91354,1.1538593,42.090572,15.31553,293.8416,92.99391,87.47051
2566,16.469389,352.54242,0.81434023,65.45814,15.655048,287.0843,95.05543,81.43255,1.0491945,42.096546,15.420195,310.44586,93.629425,88.05915
2567,16.469389,369.1526,0.76171577,64.98296,15.707673,304.16962,95.37496,82.39671,1.0596175,41.14579,15.409771,328.0068,93.56614,88.85399
2568,16.469389,385.7628,0.8620921,60.122696,15.607297,325.64008,94.76549,84.41459,1.108994,45.625446,15.360395,340.13733,93.266335,88.17266
2569,16.469389,402.37292,0.84768736,59.950615,15.621701,342.4223,94.85295,85.10073,1.0872334,45.931835,15.382155,356.4411,93.39846,88.58476
2570,16.469389,418.983,0.83541393,59.782276,15.633975,359.2007,94.927475,85.731575,1.0687681,46.244118,15.40062,372.7389,93.510574,88.96277
2571,16.469389,435.5932,0.8248744,59.634167,15.644514,375.95905,94.99147,86.30966,1.0542407,46.526535,15.415148,389.06665,93.598785,89.31881
2572,16.469389,452.20334,0.8155586,59.51043,15.653831,392.6929,95.048035,86.8399,1.0431287,46.77509,15.42626,405.42825,93.66625,89.65618
2573,16.469389,468.81354,0.8069788,59.4104,15.66241,409.40314,95.10013,87.3275,1.0345876,46.997326,15.434801,421.81622,93.71812,89.975266
2574,16.469389,485.42383,0.79872996,59.332745,15.670659,426.0911,95.150215,87.77712,1.027862,47.20194,15.441527,438.2219,93.75896,90.27614
2575,16.469389,502.03384,0.79050815,59.276073,15.678881,442.75778,95.200134,88.19282,1.0223831,47.39564,15.447006,454.6382,93.79222,90.55927
2576,16.469389,518.64404,0.78211576,59.239227,15.687273,459.40482,95.2511,88.57806,1.0177506,47.582935,15.451638,471.0611,93.82035,90.82551
2577,16.469389,535.25433,0.77346504,59.22121,15.695924,476.0331,95.30362,88.93587,1.0136876,47.767086,15.455702,487.48724,93.845024,91.07581
2578,16.469389,551.8645,0.76457083,59.220898,15.704818,492.64362,95.35762,89.26894,1.0100014,47.950863,15.459388,503.91364,93.8674,91.31111
2579,16.469389,568.47455,0.7555378,59.236603,15.713851,509.23795,95.41247,89.57973,1.0065548,48.136723,15.462834,520.3378,93.88833,91.5323
2580,16.469389,585.08466,0.74653524,59.26652,15.722854,525.8181,95.46713,89.87044,1.0032493,48.327282,15.46614,536.7574,93.9084,91.74013
2581,16.469389,601.695,0.73776084,59.30941,15.731628,542.3856,95.52042,90.142944,1.0000153,48.525047,15.469374,553.17,93.92804,91.93528
2582,16.469389,618.30505,0.72940075,59.36481,15.739988,558.94025,95.571175,90.39878,0.99681157,48.732243,15.472577,569.5728,93.94749,92.118416
2583,16.469389,634.91534,0.7215996,59.43409,15.747789,575.48126,95.61854,90.63905,0.9936253,48.949295,15.475763,585.96606,93.966835,92.29043
2584,16.469389,651.5253,0.7144464,59.520393,15.754943,592.00494,95.66197,90.864456,0.99044687,49.173424,15.478942,602.3519,93.98614,92.452576
2585,16.469389,668.13574,0.70798415,59.628765,15.761405,608.50696,95.70121,91.07535,0.9871589,49.39468,15.48223,618.7411,94.006096,92.60709
2586,16.469389,684.74567,0.7022334,59.765343,15.767156,624.98035,95.73613,91.2719,0.98328304,49.591362,15.486106,635.1543,94.02963,92.7577
2587,16.469389,701.3561,0.6972172,59.93641,15.772172,641.4197,95.76659,91.454216,0.9778262,49.723717,15.491563,651.6324,94.06277,92.91035
2588,16.469389,717.966,0.69296587,60.148216,15.776423,657.8178,95.792404,91.62242,0.96982914,49.73531,15.499559,668.2307,94.11132,93.072754
2589,16.469389,734.5762,0.68949074,60.406956,15.779899,674.1692,95.81351,91.77662,0.9593485,49.586422,15.51004,684.98975,94.17496,93.24966
2590,16.469389,751.1866,0.68672955,60.72174,15.78266,690.46484,95.83027,91.91656,0.947392,49.29118,15.521997,701.8954,94.24756,93.43822
2591,16.469389,767.79645,0.68449175,61.105988,15.784897,706.6904,95.84385,92.04138,0.9349316,48.911907,15.534457,718.8845,94.32322,93.62957
2592,16.469389,784.407,0.68250686,61.570538,15.786882,722.8364,95.85591,92.15069,0.9224382,48.54047,15.54695,735.8665,94.39907,93.81183
2593,16.469389,801.0169,0.6808739,62.13137,15.788515,738.88556,95.86582,92.24344,0.9100709,48.28201,15.559319,752.7349,94.474174,93.97241
2594,16.469389,817.62726,0.6803883,62.93622,15.7890005,754.69104,95.868774,92.30258,0.89793843,48.22254,15.57145,769.4047,94.54783,94.102135
2595,16.469389,834.2371,0.6812544,64.06971,15.788135,770.1674,95.86351,92.31996,0.8864098,48.420563,15.582979,785.8165,94.61783,94.19582
2596,16.469389,850.84753,0.6831401,65.11461,15.786249,785.7329,95.852066,92.347084,0.8762606,48.94752,15.593128,801.9,94.67946,94.24721
2597,16.469389,867.45776,0.68757355,66.21363,15.781816,801.24414,95.82514,92.366936,0.86901885,49.887405,15.60037,817.5704,94.723434,94.24901
2598,16.469389,884.068,0.69928867,68.13769,15.770101,815.9303,95.75401,92.29271,0.86953425,51.278526,15.599854,832.7895,94.7203,94.199715
2599,16.469389,900.678,0.72753596,71.72946,15.741853,828.9485,95.5825,92.03606,0.8927257,53.22228,15.576663,847.4557,94.57948,94.09086
2600,16.469389,917.28815,0.7988694,79.005,15.67052,838.28314,95.14937,91.38711,0.97652745,56.744186,15.492862,860.54395,94.070656,93.81392
2601,16.469389,933.89813,0.9984591,95.71775,15.47093,838.18036,93.937485,89.750725,1.2158551,66.44116,15.253534,867.457,92.617485,92.885605
2602,16.469389,950.5084,1.5508794,133.52536,14.9185095,816.98303,90.58326,85.95222,1.849155,95.74984,14.620234,854.7586,88.77216,89.92646
2603,16.469389,967.11847,2.7218697,201.78183,13.7475195,765.3367,83.47316,79.13577,3.2191677,164.69731,13.250221,802.42114,80.45363,82.97031
2604,16.469389,983.7288,4.3625474,287.87466,12.106842,695.8541,73.51118,70.73638,5.12129,263.16357,11.348099,720.56525,68.90418,73.24836
2605,16.469389,1000.3392,6.085928,374.92245,10.383461,625.41675,63.047035,62.52047,6.9404593,358.47583,9.52893,641.86334,57.858433,64.16457
2606,16.469389,1016.9492,7.747295,459.8487,8.722094,557.1005,52.959423,54.78155,8.475898,440.7253,7.993491,576.2239,48.535446,56.66201
2607,16.469389,1033.5594,9.255699,537.4546,7.21369,496.10486,43.80059,47.999645,9.767093,511.4827,6.7022963,522.0768,40.695477,50.512505
2608,16.469389,1050.1697,10.502931,600.8802,5.9664583,449.2895,36.227562,42.782562,10.8649645,572.28766,5.6044245,477.88202,34.029343,45.50522
2609,16.469389,1066.7797,11.4921255,650.7072,4.9772635,416.07245,30.221302,39.00266,11.812887,624.8734,4.656502,441.90625,28.273678,41.424324
2610,16.469389,1083.3899,12.331038,693.6817,4.1383505,389.7082,25.12753,35.971184,12.6513,671.5095,3.8180885,411.88037,23.182941,38.017742
2611,16.469389,1100.0001,13.127173,736.3419,3.3422155,363.6582,20.2935,33.059834,13.414726,714.50464,3.0546627,385.49548,18.547518,35.04504
2612,16.775509,286.10168,1.4891572,75.47648,15.286352,210.62521,91.12303,73.619,3.03765,52.329338,13.737859,233.77234,81.89236,81.709526
2613,16.775509,302.71188,1.2586247,72.37399,15.516884,230.33789,92.497246,76.09146,2.1855023,47.369377,14.590007,255.3425,86.97207,84.35166
2614,16.775509,319.32202,1.0979245,69.724556,15.677585,249.59747,93.45519,78.16482,1.3728498,41.84101,15.402659,277.48102,91.816345,86.89693
2615,16.775509,335.9322,0.9679513,67.54837,15.807558,268.38382,94.22998,79.89226,1.1691822,43.215588,15.606327,292.7166,93.030426,87.13563
2616,16.775509,352.54242,0.7937827,65.41545,15.981726,287.12695,95.2682,81.44465,1.0746398,41.027973,15.700869,311.51443,93.593994,88.36226
2617,16.775509,369.1526,0.8852359,60.286617,15.890273,308.86597,94.723045,83.668915,1.1394845,45.36447,15.636024,323.78812,93.20746,87.71118
2618,16.775509,385.7628,0.86821544,60.181984,15.907293,325.5808,94.82451,84.39923,1.1177593,45.524426,15.657749,340.23837,93.33696,88.19886
2619,16.775509,402.37292,0.85316586,60.019833,15.922343,342.3531,94.91422,85.083534,1.0956202,45.804554,15.679889,356.56836,93.468925,88.61639
2620,16.775509,418.983,0.84025526,59.849445,15.935253,359.13354,94.99118,85.71554,1.0759345,46.116512,15.699574,372.8665,93.58628,88.993225
2621,16.775509,435.5932,0.82921046,59.694027,15.946299,375.89917,95.057014,86.29592,1.0600054,46.408836,15.715504,389.18436,93.68124,89.34583
2622,16.775509,452.20334,0.8195665,59.56136,15.955942,392.64197,95.1145,86.82863,1.0476862,46.667618,15.727822,405.5357,93.75467,89.67995
2623,16.775509,468.81354,0.81083745,59.45226,15.964671,409.36127,95.16654,87.31857,1.038229,46.897003,15.73728,421.91653,93.81104,89.99666
2624,16.775509,485.42383,0.8025963,59.365517,15.972913,426.05832,95.21567,87.77038,1.0308481,47.105625,15.74466,438.3182,93.85504,90.29598
2625,16.775509,502.03384,0.7945056,59.299652,15.981003,442.7342,95.26389,88.18812,1.0249155,47.30085,15.750593,454.733,93.8904,90.578156
2626,16.775509,518.64404,0.786327,59.253635,15.9891815,459.3904,95.31265,88.57528,1.0199758,47.487827,15.755533,471.15622,93.91985,90.84385
2627,16.775509,535.25433,0.7779246,59.226322,15.997584,476.028,95.36273,88.93492,1.015711,47.670357,15.759798,487.58398,93.945274,91.09389
2628,16.775509,551.8645,0.76926345,59.21689,16.006245,492.6476,95.41436,89.26967,1.0118994,47.851208,15.76361,504.0133,93.967995,91.32918
2629,16.775509,568.47455,0.76040155,59.223923,16.015108,509.2506,95.4672,89.581955,1.008385,48.032753,15.767124,520.4418,93.98895,91.55058
2630,16.775509,585.08466,0.7514723,59.24564,16.024036,525.839,95.52042,89.874,1.0050546,48.217495,15.770454,536.8672,94.0088,91.75889
2631,16.775509,601.695,0.7426555,59.280655,16.032854,542.41437,95.57298,90.14773,1.0018272,48.407875,15.773682,553.2871,94.02804,91.95474
2632,16.775509,618.30505,0.73414147,59.32788,16.041367,558.9772,95.623726,90.404755,0.9986476,48.606285,15.776861,569.6988,94.04699,92.138794
2633,16.775509,634.91534,0.72609556,59.387657,16.049414,575.5277,95.67169,90.64637,0.9954883,48.81427,15.780021,586.1011,94.06583,92.31168
2634,16.775509,651.5253,0.7186357,59.461983,16.056873,592.06335,95.71616,90.87342,0.9923446,49.031338,15.783164,602.494,94.084564,92.47438
2635,16.775509,668.13574,0.7118287,59.554688,16.06368,608.58105,95.75674,91.08644,0.98918635,49.252388,15.786323,618.88336,94.10339,92.62839
2636,16.775509,684.74567,0.70570475,59.671005,16.069803,625.07465,95.79324,91.28567,0.98580056,49.464447,15.789708,635.28125,94.12357,92.77623
2637,16.775509,701.3561,0.700283,59.817177,16.075226,641.5389,95.82556,91.47121,0.98153365,49.64092,15.793975,651.71515,94.149,92.92215
2638,16.775509,717.966,0.69558966,59.999203,16.07992,657.9668,95.853546,91.643166,0.97532797,49.73657,15.80018,668.22943,94.186,93.07258
2639,16.775509,734.5762,0.6916527,60.222946,16.083857,674.3532,95.87701,91.801674,0.9665147,49.69739,15.808994,684.8788,94.23854,93.23455
2640,16.775509,751.1866,0.6884668,60.49519,16.087042,690.6914,95.895996,91.94672,0.9555394,49.499874,15.819969,701.6867,94.30396,93.410446
2641,16.775509,767.79645,0.6859372,60.825806,16.089571,706.97064,95.91107,92.07787,0.94347143,49.174572,15.832037,718.6219,94.3759,93.59537
2642,16.775509,784.407,0.683841,61.228107,16.091667,723.1789,95.92358,92.19435,0.93110603,48.791523,15.844403,735.6155,94.449615,93.77982
2643,16.775509,801.0169,0.68195015,61.709915,16.09356,739.307,95.93485,92.29606,0.9187791,48.44539,15.8567295,752.57153,94.52309,93.95202
2644,16.775509,817.62726,0.6805703,62.303116,16.094938,755.32416,95.94307,92.38001,0.90660363,48.235996,15.868905,769.39124,94.59567,94.10049
2645,16.775509,834.2371,0.6804583,63.189594,16.09505,771.04755,95.94374,92.42547,0.89472234,48.238228,15.880787,785.9989,94.6665,94.21768
2646,16.775509,850.84753,0.6815476,64.32486,16.093962,786.5227,95.93725,92.43991,0.88359195,48.50825,15.891917,802.3393,94.73284,94.298836
2647,16.775509,867.45776,0.6837394,65.32035,16.09177,802.1374,95.92419,92.46991,0.87407583,49.12279,15.901433,818.33496,94.78957,94.33715
2648,16.775509,884.068,0.68933797,66.53871,16.08617,817.5293,95.8908,92.47358,0.86810386,50.15822,15.907405,833.9098,94.82517,94.32643
2649,16.775509,900.678,0.7036735,68.74834,16.071835,831.9296,95.80534,92.36705,0.8720621,51.643303,15.903447,849.03467,94.80158,94.266174
2650,16.775509,917.28815,0.73792607,72.87217,16.037582,844.41595,95.601166,92.05569,0.9044464,53.770386,15.871062,863.51776,94.60853,94.138115
2651,16.775509,933.89813,0.8259017,81.43861,15.949607,852.45953,95.07674,91.27972,1.0108478,58.031284,15.764661,875.8668,93.974266,93.78612
2652,16.775509,950.5084,1.0738285,101.284195,15.70168,849.22424,93.59883,89.34421,1.3058888,70.30731,15.46962,880.2011,92.2155,92.60319
2653,16.775509,967.11847,1.7350694,144.79721,15.04044,822.3213,89.65713,85.027985,2.064482,106.194595,14.711027,860.9239,87.693474,89.019485
2654,16.775509,983.7288,3.0260196,218.05951,13.749489,765.6693,81.96168,77.833374,3.5796895,183.03697,13.19582,800.69183,78.661224,81.393555
2655,16.775509,1000.3392,4.7035418,304.74307,12.071967,695.59607,71.96185,69.536026,5.498175,282.42258,11.277334,717.9166,67.22499,71.76732
2656,16.775509,1016.9492,6.411374,390.84268,10.364135,626.10657,61.78134,61.56714,7.2568164,374.66974,9.518692,642.2795,56.7416,63.157482
2657,16.775509,1033.5594,8.043903,474.34363,8.731606,559.2158,52.04972,54.10582,8.734839,454.0282,8.040669,579.53125,47.931,56.0714
2658,16.775509,1050.1697,9.508776,549.4632,7.266733,500.70648,43.317513,47.678627,9.983001,522.46014,6.792508,527.70953,40.490623,50.249928
2659,16.775509,1066.7797,10.711353,610.3293,6.0641556,456.45038,36.14886,42.78769,11.049332,581.3972,5.726177,485.38245,34.134148,45.499783
2660,16.775509,1083.3899,11.668843,658.4369,5.1066656,424.953,30.441198,39.224384,11.975059,632.5667,4.8004503,450.82318,28.615826,41.612278
2661,16.775509,1100.0001,12.491466,700.6394,4.2840433,399.36072,25.537487,36.305515,12.7984495,678.19086,3.9770594,421.80927,23.707533,38.346294
2662,17.081635,335.9322,1.073275,68.33235,16.00836,267.59985,93.7168,79.65889,1.792456,41.664852,15.289179,294.26733,89.50653,87.597244
2663,17.081635,352.54242,0.99183875,68.41742,16.089796,284.125,94.193535,80.59314,1.3219349,39.802147,15.7597,312.74026,92.26108,88.70997
2664,17.081635,369.1526,0.9145508,67.61717,16.167084,301.5354,94.646,81.683136,1.1099309,39.83391,15.971704,329.31866,93.5022,89.20936
2665,17.081635,385.7628,0.84992534,65.41205,16.231709,320.35074,95.02433,83.04345,1.0481167,41.183968,16.033518,344.57883,93.864075,89.32402
2666,17.081635,402.37292,0.77625346,63.995728,16.305382,338.3772,95.45563,84.09542,1.0096848,42.310757,16.071949,360.06216,94.08906,89.484695
2667,17.081635,418.983,0.7169911,63.142605,16.364643,355.8404,95.80256,84.92956,1.0077341,41.700657,16.0739,377.28235,94.10048,90.04717
2668,17.081635,435.5932,0.70759964,63.226727,16.374035,372.3665,95.857544,85.48492,1.0016007,41.83639,16.080034,393.7568,94.13639,90.39553
2669,17.081635,452.20334,0.7242419,63.399445,16.357393,388.8039,95.76012,85.97988,1.0127048,42.29838,16.06893,409.90497,94.07138,90.64616
2670,17.081635,468.81354,0.81466687,59.497406,16.266968,409.31613,95.23074,87.30894,1.0421716,46.795914,16.039463,422.01764,93.89887,90.018234
2671,17.081635,485.42383,0.806367,59.401875,16.275267,426.02194,95.27933,87.76288,1.0340484,47.009766,16.047586,438.41406,93.946434,90.31573
2672,17.081635,502.03384,0.79835165,59.327255,16.283283,442.7066,95.326256,88.182625,1.0275921,47.207443,16.054043,454.82642,93.98423,90.59676
2673,17.081635,518.64404,0.79034644,59.27226,16.291288,459.3718,95.37312,88.57169,1.022292,47.395065,16.059343,471.24896,94.01526,90.86173
2674,17.081635,535.25433,0.7821739,59.236065,16.299461,476.01828,95.42097,88.933105,1.0177851,47.576687,16.06385,487.67764,94.04165,91.11139
2675,17.081635,551.8645,0.77375245,59.21765,16.307882,492.64685,95.47027,89.26953,1.0138174,47.755276,16.067818,504.10922,94.06487,91.34656
2676,17.081635,568.47455,0.7650934,59.21604,16.316542,509.2585,95.52096,89.58334,1.01021,47.933384,16.071424,520.54114,94.08598,91.56806
2677,17.081635,585.08466,0.75629014,59.229626,16.325344,525.85504,95.572495,89.87675,1.0068347,48.113327,16.0748,536.9713,94.10575,91.77669
